date,portfolio_value,chi,regime,SPY_alloc,TLT_alloc,CASH_alloc,GLD_alloc
2000-01-21,100000.0,0.0343842153372929,optimal,0.6,0.4,0.0,0.0
2000-01-22,100202.70412758374,0.027620743233288992,optimal,0.6,0.4,0.0,0.0
2000-01-23,100234.03306312657,0.027707030145742464,optimal,0.6,0.4,0.0,0.0
2000-01-24,99936.33813566917,0.02831822101535246,optimal,0.6,0.4,0.0,0.0
2000-01-25,99795.80027537739,0.027730227920373846,optimal,0.6,0.4,0.0,0.0
2000-01-26,100743.76736170865,0.03049847966942145,optimal,0.6,0.4,0.0,0.0
2000-01-27,99361.2010190627,0.034430545665826984,optimal,0.6,0.4,0.0,0.0
2000-01-28,98567.67393280986,0.04851994809287749,optimal,0.6,0.4,0.0,0.0
2000-01-29,98498.7037627593,0.050953024744390944,optimal,0.6,0.4,0.0,0.0
2000-01-30,98847.1129632513,0.04709344471167322,optimal,0.6,0.4,0.0,0.0
2000-01-31,98553.3446169246,0.04297749695759084,optimal,0.6,0.4,0.0,0.0
2000-02-01,99452.76203439265,0.04021531476931252,optimal,0.6,0.4,0.0,0.0
2000-02-02,99243.88326113041,0.03956831723868541,optimal,0.6,0.4,0.0,0.0
2000-02-03,99625.42298426015,0.04167656406528057,optimal,0.6,0.4,0.0,0.0
2000-02-04,98659.41728814357,0.035638621050650264,optimal,0.6,0.4,0.0,0.0
2000-02-05,98197.80486202343,0.047708743545440135,optimal,0.6,0.4,0.0,0.0
2000-02-06,96883.89025856068,0.05560242556019647,optimal,0.6,0.4,0.0,0.0
2000-02-07,96235.54593913615,0.069090219617695,optimal,0.6,0.4,0.0,0.0
2000-02-08,96225.35067700387,0.06686738224859184,optimal,0.6,0.4,0.0,0.0
2000-02-09,96653.63109690731,0.06511927328670485,optimal,0.6,0.4,0.0,0.0
2000-02-10,97303.34605636695,0.08129519546742549,optimal,0.6,0.4,0.0,0.0
2000-02-11,97545.85573325327,0.0657325206438915,optimal,0.6,0.4,0.0,0.0
2000-02-12,97704.13239663646,0.06118351346213889,optimal,0.6,0.4,0.0,0.0
2000-02-13,96792.4920612251,0.06328326531547744,optimal,0.6,0.4,0.0,0.0
2000-02-14,96568.92700992148,0.08113249459273225,optimal,0.6,0.4,0.0,0.0
2000-02-15,96470.78056722283,0.08616368111309476,optimal,0.6,0.4,0.0,0.0
2000-02-16,96486.08960850554,0.07894929041870546,optimal,0.6,0.4,0.0,0.0
2000-02-17,96487.92321257382,0.0733232566441211,optimal,0.6,0.4,0.0,0.0
2000-02-18,97159.84780236713,0.07411088279932193,optimal,0.6,0.4,0.0,0.0
2000-02-19,97287.11963398964,0.07986985015153378,optimal,0.6,0.4,0.0,0.0
2000-02-20,97217.32824376594,0.07590582152915727,optimal,0.6,0.4,0.0,0.0
2000-02-21,96642.21074061861,0.07434334174065442,optimal,0.6,0.4,0.0,0.0
2000-02-22,96746.03815163393,0.06935709300729545,optimal,0.6,0.4,0.0,0.0
2000-02-23,97332.71601220121,0.06671677760553942,optimal,0.6,0.4,0.0,0.0
2000-02-24,97187.36225517071,0.06569410012505911,optimal,0.6,0.4,0.0,0.0
2000-02-25,97054.26788347232,0.05673188418167858,optimal,0.6,0.4,0.0,0.0
2000-02-26,97986.41186900546,0.04939088017967562,optimal,0.6,0.4,0.0,0.0
2000-02-27,97978.63781764811,0.038574827732688666,optimal,0.6,0.4,0.0,0.0
2000-02-28,98799.22725076432,0.039305418903669925,optimal,0.6,0.4,0.0,0.0
2000-02-29,97000.9958252746,0.040532365744813253,optimal,0.6,0.4,0.0,0.0
2000-03-01,97387.56524814964,0.049891243207177215,optimal,0.6,0.4,0.0,0.0
2000-03-02,97912.93390068813,0.05088513421470138,optimal,0.6,0.4,0.0,0.0
2000-03-03,97162.35325038382,0.05242389308219533,optimal,0.6,0.4,0.0,0.0
2000-03-04,97009.69432065447,0.05434809161462023,optimal,0.6,0.4,0.0,0.0
2000-03-05,96230.45421189239,0.030781075597245192,optimal,0.6,0.4,0.0,0.0
2000-03-06,94754.96248618107,0.026976184621703123,optimal,0.6,0.4,0.0,0.0
2000-03-07,93036.74107815642,0.030214682952988868,optimal,0.6,0.4,0.0,0.0
2000-03-08,93570.25234219884,0.05106899861198131,optimal,0.6,0.4,0.0,0.0
2000-03-09,92857.3305185735,0.05187301432103702,optimal,0.6,0.4,0.0,0.0
2000-03-10,92306.69188887141,0.04874943887983628,optimal,0.6,0.4,0.0,0.0
2000-03-11,92450.61501699738,0.06888668563577462,optimal,0.6,0.4,0.0,0.0
2000-03-12,91411.09187964496,0.07042500083034832,optimal,0.6,0.4,0.0,0.0
2000-03-13,90403.07680753995,0.1268605351628528,optimal,0.6,0.4,0.0,0.0
2000-03-14,90620.22650442322,0.23965810558837766,optimal,0.6,0.4,0.0,0.0
2000-03-15,92347.13645462878,0.25616499544686927,optimal,0.6,0.4,0.0,0.0
2000-03-16,91941.3330499934,0.40662367074286254,rising,0.5,0.3,0.2,0.0
2000-03-17,92200.32886186361,0.41391381880847045,rising,0.5,0.3,0.2,0.0
2000-03-18,91620.40308520578,0.3943814164096589,rising,0.5,0.3,0.2,0.0
2000-03-19,92028.72239316856,0.4054001061378519,rising,0.5,0.3,0.2,0.0
2000-03-20,91102.92399238177,0.42228320326619234,rising,0.5,0.3,0.2,0.0
2000-03-21,91470.23176840876,0.5012908658326692,rising,0.5,0.3,0.2,0.0
2000-03-22,90796.62259779916,0.5266314198607364,rising,0.5,0.3,0.2,0.0
2000-03-23,89016.96250692585,0.5378174765199947,rising,0.5,0.3,0.2,0.0
2000-03-24,89125.29083677182,0.7384397739410553,warning,0.3,0.4,0.2,0.1
2000-03-25,88128.915423054,0.904313548073812,warning,0.3,0.4,0.2,0.1
2000-03-26,87287.11089710845,0.9542411013190792,warning,0.3,0.4,0.2,0.1
2000-03-27,86855.92891568401,1.1045797814691718,critical,0.1,0.3,0.4,0.2
2000-03-28,87267.142549736,1.1061810781746357,critical,0.1,0.3,0.4,0.2
2000-03-29,86825.2977393686,1.2654190524732192,critical,0.1,0.3,0.4,0.2
2000-03-30,86856.75280062848,1.669055775289977,critical,0.1,0.3,0.4,0.2
2000-03-31,87549.3066577856,1.858814589383192,critical,0.1,0.3,0.4,0.2
2000-04-01,87342.46740223916,1.858994599554107,critical,0.1,0.3,0.4,0.2
2000-04-02,87740.68824731091,1.8563797626655727,critical,0.1,0.3,0.4,0.2
2000-04-03,87536.99027530514,1.8044451189793933,critical,0.1,0.3,0.4,0.2
2000-04-04,87548.37609119262,1.9102896912414802,critical,0.1,0.3,0.4,0.2
2000-04-05,87831.50155154889,1.6416470976265647,critical,0.1,0.3,0.4,0.2
2000-04-06,87748.95540753947,1.715477623000975,critical,0.1,0.3,0.4,0.2
2000-04-07,88018.89378292781,1.705671977904698,critical,0.1,0.3,0.4,0.2
2000-04-08,87940.20433721921,1.7541694065949798,critical,0.1,0.3,0.4,0.2
2000-04-09,87659.69744181064,1.8047926229299935,critical,0.1,0.3,0.4,0.2
2000-04-10,88013.9459475811,1.998366050039889,critical,0.1,0.3,0.4,0.2
2000-04-11,88466.40664688368,2.406335064827031,critical,0.1,0.3,0.4,0.2
2000-04-12,88832.32151714191,2.54479253318457,critical,0.1,0.3,0.4,0.2
2000-04-13,88645.21090884204,2.2045672446362965,critical,0.1,0.3,0.4,0.2
2000-04-14,88586.60178868411,2.801683236876596,critical,0.1,0.3,0.4,0.2
2000-04-15,88830.57785837268,3.703773480483807,critical,0.1,0.3,0.4,0.2
2000-04-16,88517.45381219285,4.146291083649839,critical,0.1,0.3,0.4,0.2
2000-04-17,88899.97175034818,4.539235443613742,critical,0.1,0.3,0.4,0.2
2000-04-18,88961.93516301032,4.380232783856675,critical,0.1,0.3,0.4,0.2
2000-04-19,89562.24065635004,4.840142011928543,critical,0.1,0.3,0.4,0.2
2000-04-20,89721.41573584823,4.777985058011567,critical,0.1,0.3,0.4,0.2
2000-04-21,89752.78499947583,4.866981167406181,critical,0.1,0.3,0.4,0.2
2000-04-22,89554.96389577478,5.161738637892972,critical,0.1,0.3,0.4,0.2
2000-04-23,90034.32434225988,5.67710628824535,critical,0.1,0.3,0.4,0.2
2000-04-24,90194.87746353178,5.622079093970837,critical,0.1,0.3,0.4,0.2
2000-04-25,90358.52041815662,5.696344479798328,critical,0.1,0.3,0.4,0.2
2000-04-26,89305.01130635504,6.521368562168451,critical,0.1,0.3,0.4,0.2
2000-04-27,89867.49739829708,6.71865394599509,critical,0.1,0.3,0.4,0.2
2000-04-28,89885.9944747841,6.9012770256441796,critical,0.1,0.3,0.4,0.2
2000-04-29,89505.24880793599,7.09058901935517,critical,0.1,0.3,0.4,0.2
2000-04-30,89841.69495853921,6.712426471668224,critical,0.1,0.3,0.4,0.2
2000-05-01,89679.22581708804,6.432013417422155,critical,0.1,0.3,0.4,0.2
2000-05-02,89528.8471256606,6.353748584941726,critical,0.1,0.3,0.4,0.2
2000-05-03,89254.86894861195,6.50310536807398,critical,0.1,0.3,0.4,0.2
2000-05-04,89731.72163723827,5.7481424948702085,critical,0.1,0.3,0.4,0.2
2000-05-05,89903.52126213338,4.616222067680588,critical,0.1,0.3,0.4,0.2
2000-05-06,89824.87873309702,3.782549786103492,critical,0.1,0.3,0.4,0.2
2000-05-07,90011.63575687502,3.7143107161378652,critical,0.1,0.3,0.4,0.2
2000-05-08,90300.1879425773,3.798310290104359,critical,0.1,0.3,0.4,0.2
2000-05-09,90778.13916778156,3.5843844062847015,critical,0.1,0.3,0.4,0.2
2000-05-10,90339.63920508401,3.6318466908061247,critical,0.1,0.3,0.4,0.2
2000-05-11,90369.10749078172,3.6154678823605764,critical,0.1,0.3,0.4,0.2
2000-05-12,91081.94289070861,3.1856638726260442,critical,0.1,0.3,0.4,0.2
2000-05-13,91530.05407102297,3.491709286766223,critical,0.1,0.3,0.4,0.2
2000-05-14,91291.2822325226,3.5258590462593307,critical,0.1,0.3,0.4,0.2
2000-05-15,91095.76448012919,3.510938404403592,critical,0.1,0.3,0.4,0.2
2000-05-16,91563.79571067593,2.824743612117506,critical,0.1,0.3,0.4,0.2
2000-05-17,91371.13850542689,2.627229825143886,critical,0.1,0.3,0.4,0.2
2000-05-18,91149.876529596,2.8217989703684423,critical,0.1,0.3,0.4,0.2
2000-05-19,91339.15350243033,2.5943271953375837,critical,0.1,0.3,0.4,0.2
2000-05-20,91282.88665573164,2.7624408745998448,critical,0.1,0.3,0.4,0.2
2000-05-21,91279.9693698289,2.986417844805017,critical,0.1,0.3,0.4,0.2
2000-05-22,90945.98660129735,3.5709571446408277,critical,0.1,0.3,0.4,0.2
2000-05-23,91223.3056654491,3.4762399127983494,critical,0.1,0.3,0.4,0.2
2000-05-24,91030.73733143313,3.2935247006131245,critical,0.1,0.3,0.4,0.2
2000-05-25,91057.79330959056,3.368681542260035,critical,0.1,0.3,0.4,0.2
2000-05-26,91103.05362972729,3.2487875440350975,critical,0.1,0.3,0.4,0.2
2000-05-27,91123.92310100293,3.2875958713899456,critical,0.1,0.3,0.4,0.2
2000-05-28,91072.12353463202,3.3898780763731637,critical,0.1,0.3,0.4,0.2
2000-05-29,90989.47414917353,2.822546449084974,critical,0.1,0.3,0.4,0.2
2000-05-30,90958.4322925464,2.7527639008104776,critical,0.1,0.3,0.4,0.2
2000-05-31,90726.08033264097,3.28425841639719,critical,0.1,0.3,0.4,0.2
2000-06-01,90303.85471159918,3.371468619820823,critical,0.1,0.3,0.4,0.2
2000-06-02,89805.12077179387,2.5399671802481594,critical,0.1,0.3,0.4,0.2
2000-06-03,90426.57923644886,2.579758673716469,critical,0.1,0.3,0.4,0.2
2000-06-04,90666.94589281899,3.2080983886764827,critical,0.1,0.3,0.4,0.2
2000-06-05,90722.03845362336,3.100543423192612,critical,0.1,0.3,0.4,0.2
2000-06-06,90948.83061427338,3.1142279105451633,critical,0.1,0.3,0.4,0.2
2000-06-07,91310.76364914906,3.1984854195594843,critical,0.1,0.3,0.4,0.2
2000-06-08,90906.01598292562,3.6043724773230204,critical,0.1,0.3,0.4,0.2
2000-06-09,90954.36872640271,3.538961979964324,critical,0.1,0.3,0.4,0.2
2000-06-10,91538.89930290115,3.028752234352738,critical,0.1,0.3,0.4,0.2
2000-06-11,91708.55756436984,2.48453740805445,critical,0.1,0.3,0.4,0.2
2000-06-12,91896.16321793997,2.545972080871714,critical,0.1,0.3,0.4,0.2
2000-06-13,91770.81716374819,2.5636753536466963,critical,0.1,0.3,0.4,0.2
2000-06-14,92099.93595173703,2.397850906831781,critical,0.1,0.3,0.4,0.2
2000-06-15,91735.25274469865,2.5813445847848566,critical,0.1,0.3,0.4,0.2
2000-06-16,91639.73815415273,3.2168612429942343,critical,0.1,0.3,0.4,0.2
2000-06-17,91246.0781843763,3.2537145997917314,critical,0.1,0.3,0.4,0.2
2000-06-18,91165.51711780934,3.4853698773340027,critical,0.1,0.3,0.4,0.2
2000-06-19,91542.32881881276,3.6804908345678298,critical,0.1,0.3,0.4,0.2
2000-06-20,91785.36239204144,3.2872305112126154,critical,0.1,0.3,0.4,0.2
2000-06-21,91514.19640585451,3.8297908092195114,critical,0.1,0.3,0.4,0.2
2000-06-22,92037.90034444953,4.077260609926941,critical,0.1,0.3,0.4,0.2
2000-06-23,91769.78966456284,5.607891648108324,critical,0.1,0.3,0.4,0.2
2000-06-24,91461.8224549958,4.930120618141474,critical,0.1,0.3,0.4,0.2
2000-06-25,91877.15228111109,4.821750102011402,critical,0.1,0.3,0.4,0.2
2000-06-26,91361.7630632011,4.803784244662358,critical,0.1,0.3,0.4,0.2
2000-06-27,91603.69055412253,4.684187506388463,critical,0.1,0.3,0.4,0.2
2000-06-28,91413.28942278499,5.080941273359815,critical,0.1,0.3,0.4,0.2
2000-06-29,91306.41691768997,4.932607033117027,critical,0.1,0.3,0.4,0.2
2000-06-30,90530.8495547653,5.02886549544241,critical,0.1,0.3,0.4,0.2
2000-07-01,89828.90063680879,5.357843704323757,critical,0.1,0.3,0.4,0.2
2000-07-02,90253.76160713154,5.319683742832051,critical,0.1,0.3,0.4,0.2
2000-07-03,90526.3337287607,5.619168117645958,critical,0.1,0.3,0.4,0.2
2000-07-04,90313.72276171819,5.855312856910228,critical,0.1,0.3,0.4,0.2
2000-07-05,90079.9295652276,5.740336889499066,critical,0.1,0.3,0.4,0.2
2000-07-06,89979.94583993242,4.9824024824330495,critical,0.1,0.3,0.4,0.2
2000-07-07,89598.90982313782,5.237092457792199,critical,0.1,0.3,0.4,0.2
2000-07-08,89563.36905362777,4.826311262382982,critical,0.1,0.3,0.4,0.2
2000-07-09,89332.06033117863,5.3660714444562005,critical,0.1,0.3,0.4,0.2
2000-07-10,89521.95945578637,5.3454364818134925,critical,0.1,0.3,0.4,0.2
2000-07-11,88749.61665233957,4.531861213378244,critical,0.1,0.3,0.4,0.2
2000-07-12,88410.08512024814,4.553841053605971,critical,0.1,0.3,0.4,0.2
2000-07-13,88612.52515131944,3.559007931636858,critical,0.1,0.3,0.4,0.2
2000-07-14,88544.03177285948,4.820078182491389,critical,0.1,0.3,0.4,0.2
2000-07-15,88759.68190809066,4.611198562900599,critical,0.1,0.3,0.4,0.2
2000-07-16,88679.08526472934,4.740171399296549,critical,0.1,0.3,0.4,0.2
2000-07-17,88937.64741252198,5.195090520705717,critical,0.1,0.3,0.4,0.2
2000-07-18,88868.27627083925,4.586137131706321,critical,0.1,0.3,0.4,0.2
2000-07-19,88715.78391931826,4.747280796351321,critical,0.1,0.3,0.4,0.2
2000-07-20,88236.63490001476,4.635164570742297,critical,0.1,0.3,0.4,0.2
2000-07-21,88070.74405547525,4.161797135736849,critical,0.1,0.3,0.4,0.2
2000-07-22,88046.83972022937,4.442418232804412,critical,0.1,0.3,0.4,0.2
2000-07-23,87872.58013130537,4.682047387458255,critical,0.1,0.3,0.4,0.2
2000-07-24,88198.8856811002,4.561205495895594,critical,0.1,0.3,0.4,0.2
